Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MARMANDE;87586545;1;Tarif Avantage;21.5;119.0
TGV INOUI;DOLE VILLE;87713412;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;118.27;118.27
TGV INOUI;LYON PART DIEU;87723197;NEUFCHATEAU;87141291;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;MONTBELIARD VILLE;87184523;1;Tarif Avantage;21.5;119.0
TGV INOUI;DOLE VILLE;87713412;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;118.27;118.27
TGV INOUI;LYON PERRACHE;87722025;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ANTIBES;87757674;BELLEGARDE GARE;87745000;1;Tarif Avantage;21.5;119.0
TGV INOUI;MACON VILLE;87725689;MONTPELLIER SUD DE FRANCE;87688887;1;Tarif Réglementé;118.27;118.27
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTBELIARD VILLE;87184523;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;DOUAI;87345009;REDON;87471300;1;Tarif Avantage;21.5;119.0
TGV INOUI;MASSY TGV;87393702;FUTUROSCOPE;87324095;1;Tarif Réglementé;118.27;118.27
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LILLE FLANDRES;87286005;FUTUROSCOPE;87324095;1;Tarif Avantage;21.5;119.0
TGV INOUI;MASSY TGV;87393702;POITIERS;87575001;1;Tarif Réglementé;118.27;118.27
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;POITIERS;87575001;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;21.5;119.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;118.27;118.27
TGV INOUI;MACON LOCHE TGV;87725705;MONTPELLIER SUD DE FRANCE;87688887;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LAROCHE MIGENNES;87683268;LYON PART DIEU;87723197;1;Tarif Normal;24.5;119.0
TGV INOUI;MULHOUSE VILLE;87182063;ALBERTVILLE;87741645;1;Tarif Réglementé;118.27;118.27
TGV INOUI;MACON LOCHE TGV;87725705;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LAROCHE MIGENNES;87683268;LYON PERRACHE;87722025;1;Tarif Normal;24.5;119.0
TGV INOUI;VALENCE TGV RHONE-ALPES SUD;87763029;SELESTAT;87214056;1;Tarif Avantage;18.5;119.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;NEUFCHATEAU;87141291;1;Tarif Réglementé;119.29;119.29
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MELUN;87682005;1;Tarif Avantage;20.5;119.0
TGV INOUI;MASSY TGV;87393702;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ST PIERRE DES CORPS;87571240;TOULOUSE MATABIAU;87611004;1;Tarif Réglementé;119.29;119.29
TGV INOUI;ANGERS ST LAUD;87484006;LILLE FLANDRES;87286005;1;Tarif Avantage;21.5;119.0
TGV INOUI;METZ VILLE;87192039;PARIS EST;87113001;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MASSY TGV;87393702;QUIMPERLE;87476317;1;Tarif Avantage;18.5;120.0
TGV INOUI;CANNES;87757625;BELLEGARDE GARE;87745000;1;Tarif Avantage;21.5;119.0
TGV INOUI;MODANE;87742007;MORLAIX;87474338;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;PARIS AUSTERLITZ;87547000;QUIMPER;87474098;1;Tarif Avantage;18.5;120.0
TGV INOUI;LILLE EUROPE;87223263;FUTUROSCOPE;87324095;1;Tarif Avantage;21.5;119.0
TGV INOUI;MODANE;87742007;QUIMPER;87474098;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;SURGERES;87485227;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;20.5;120.0
TGV INOUI;LILLE EUROPE;87223263;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;21.5;119.0
TGV INOUI;MONTBARD;87713131;MANTES LA JOLIE;87381509;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LILLE EUROPE;87223263;ST NAZAIRE;87481705;1;Tarif Avantage;21.5;120.0
TGV INOUI;LILLE FLANDRES;87286005;ST PIERRE DES CORPS;87571240;1;Tarif Avantage;21.5;119.0
TGV INOUI;MONTBARD;87713131;MANTES LA JOLIE TGV;87514596;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON TGV;87318964;BELLEGARDE GARE;87745000;1;Tarif Normal;24.5;120.0
TGV INOUI;TOUL;87141044;AGDE;87781278;1;Tarif Avantage;21.5;119.0
TGV INOUI;MORLAIX;87474338;BOURG ST MAURICE;87741793;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BIARRITZ;87673400;FUTUROSCOPE;87324095;1;Tarif Normal;29.5;120.0
TGV INOUI;LAROCHE MIGENNES;87683268;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Normal;24.5;119.0
TGV INOUI;MULHOUSE VILLE;87182063;CHALON SUR SAONE;87725002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;POITIERS;87575001;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.5;120.0
TGV INOUI;DAX;87673202;POITIERS;87575001;1;Tarif Normal;29.5;119.0
TGV INOUI;MULHOUSE VILLE;87182063;NANCY;87141002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;ECOLE VALENTIN;87710731;1;Tarif Avantage;36.0;120.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;ALBERTVILLE;87741645;1;Tarif Normal;31.0;119.0
TGV INOUI;NANCY;87141002;PARIS NORD;87271007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;CARCASSONNE;87615286;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;120.4;120.4
TGV INOUI;AVIGNON CENTRE;87765008;CULMONT CHALINDREY;87142125;1;Tarif Réglementé;119.29;119.29
TGV INOUI;PARIS EST;87113001;CHARLEVILLE MEZIERES;87172007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON PERRACHE;87722025;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;120.4;120.4
TGV INOUI;AVIGNON TGV;87318964;NEUFCHATEAU;87141291;1;Tarif Réglementé;119.29;119.29
TGV INOUI;PARIS GARE DE LYON;87686006;SEDAN;87172254;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MOUCHARD;87718833;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;120.4;120.4
TGV INOUI;LE MANS;87396002;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;119.29;119.29
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;FUTUROSCOPE;87324095;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;VERSAILLES CHANTIERS;87393009;1;Tarif Avantage;17.0;121.0
TGV INOUI;TOULON;87755009;AIX LES BAINS - LE REVARD;87741132;1;Tarif Réglementé;119.29;119.29
TGV INOUI;PARIS NORD;87271007;VALENCIENNES;87343004;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;EPINAL;87144006;PARIS GARE DE LYON;87686006;1;Tarif Avantage;20.5;121.0
TGV INOUI;BREST;87474007;MASSY TGV;87393702;1;Tarif Avantage;18.5;120.0
TGV INOUI;PERPIGNAN;87784009;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;ARRAS;87342014;ST MALO;87478107;1;Tarif Avantage;21.5;121.0
TGV INOUI;MASSY TGV;87393702;QUIMPER;87474098;1;Tarif Avantage;18.5;120.0
TGV INOUI;POITIERS;87575001;ARCACHON;87582668;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON TGV;87318964;SENS;87683003;1;Tarif Avantage;21.5;121.0
TGV INOUI;MASSY TGV;87393702;ROSPORDEN;87474155;1;Tarif Avantage;18.5;120.0
TGV INOUI;POITIERS;87575001;MARMANDE;87586545;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON TGV;87318964;TOUL;87141044;1;Tarif Avantage;21.5;121.0
TGV INOUI;QUIMPERLE;87476317;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;18.5;120.0
TGV INOUI;QUIMPER;87474098;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Avantage;21.5;121.0
TGV INOUI;LA ROCHELLE VILLE;87485003;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;20.5;120.0
TGV INOUI;RIVES;87747246;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;NEUFCHATEAU;87141291;1;Tarif Avantage;21.5;121.0
TGV INOUI;LAVAL;87478404;LILLE FLANDRES;87286005;1;Tarif Avantage;21.5;120.0
TGV INOUI;STRASBOURG;87212027;CHAMPAGNE-ARDENNE;87171926;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;AVIGNON CENTRE;87765008;TOUL;87141044;1;Tarif Avantage;35.0;121.0
TGV INOUI;LYON PERRACHE;87722025;POITIERS;87575001;1;Tarif Avantage;21.5;120.0
TGV INOUI;VALOGNES;87447284;MANTES LA JOLIE TGV;87514596;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;COLMAR;87182014;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;121.42;121.42
TGV INOUI;CULMONT CHALINDREY;87142125;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Normal;24.5;120.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;LA ROCHELLE VILLE;87485003;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LE MANS;87396002;CHAMPAGNE-ARDENNE;87171926;1;Tarif Réglementé;121.42;121.42
TGV INOUI;CHERBOURG;87444877;MONTBARD;87713131;1;Tarif Normal;26.5;120.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;18.0;18.0
TGV INOUI;LORRAINE TGV;87142109;MARNE LA VALLEE CHESSY;87111849;1;Tarif Réglementé;121.42;121.42
TGV INOUI;CHATELLERAULT;87575142;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.5;120.0
TGV INOUI;BESANCON VIOTTE;87718007;LONS LE SAUNIER;87718239;2;Tarif Réglementé;18.04;18.04
TGV INOUI;MARSEILLE ST CHARLES;87751008;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;121.42;121.42
TGV INOUI;FUTUROSCOPE;87324095;MONTAUBAN VILLE BOURBON;87611244;1;Tarif Normal;29.5;120.0
TGV INOUI;LYON PART DIEU;87723197;BOURG EN BRESSE;87743005;2;Tarif Réglementé;18.04;18.04
TGV INOUI;NIORT;87485300;DOUAI;87345009;1;Tarif Avantage;21.5;122.0
TGV INOUI;AVIGNON CENTRE;87765008;NANCY;87141002;1;Tarif Avantage;35.0;120.0
TGV INOUI;NIMES;87775007;ORANGE;87765107;2;Tarif Réglementé;18.04;18.04
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;DOUAI;87345009;1;Tarif Avantage;21.5;122.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;ECOLE VALENTIN;87710731;1;Tarif Avantage;36.0;120.0
TGV INOUI;DOLE VILLE;87713412;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;18.4;18.4
TGV INOUI;AIX EN PROVENCE TGV;87319012;BOURG EN BRESSE;87743005;1;Tarif Normal;24.5;122.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ECOLE VALENTIN;87710731;1;Tarif Avantage;36.0;120.0
TGV INOUI;AVIGNON TGV;87318964;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;7.1;18.5
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Avantage;37.0;122.0
TGV INOUI;LYON PART DIEU;87723197;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;120.4;120.4
TGV INOUI;MASSY TGV;87393702;PARIS EST;87113001;2;Tarif Avantage;7.1;18.5
TGV INOUI;BELFORT VILLE;87184002;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;122.43;122.43
TGV INOUI;METZ VILLE;87192039;PARIS GARE DE LYON;87686006;1;Tarif Réglementé;120.4;120.4
TGV INOUI;MASSY TGV;87393702;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Avantage;7.1;18.5
TGV INOUI;LE CROISIC;87481788;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;122.43;122.43
TGV INOUI;BELFORT VILLE;87184002;PARIS GARE DE LYON;87686006;1;Tarif Avantage;17.0;121.0
TGV INOUI;NANCY;87141002;EPINAL;87144006;2;Tarif Normal;7.1;18.5
TGV INOUI;LE POULIGUEN;87481762;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;122.43;122.43
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;MASSY PALAISEAU;87393579;1;Tarif Avantage;17.0;121.0
TGV INOUI;DUNKERQUE;87281006;ARRAS;87342014;2;Tarif Avantage;7.8;18.5
TGV INOUI;MARSEILLE BLANCARDE;87751081;LONS LE SAUNIER;87718239;1;Tarif Réglementé;122.43;122.43
TGV INOUI;BELFORT-MONTBELIARD TGV;87300822;MASSY TGV;87393702;1;Tarif Avantage;17.0;121.0
TGV INOUI;MACON LOCHE TGV;87725705;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Avantage;7.8;18.5
TGV INOUI;MARSEILLE ST CHARLES;87751008;BELLEGARDE GARE;87745000;1;Tarif Réglementé;122.43;122.43
TGV INOUI;AGEN;87586008;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;21.5;121.0
TGV INOUI;MODANE;87742007;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;7.8;18.5
TGV INOUI;LAMBALLE;87473108;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;17.0;123.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;VENDOME VILLIERS SUR LOIR;87571216;1;Tarif Avantage;21.5;121.0
TGV INOUI;ANNECY;87746008;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Normal;8.2;18.5
TGV INOUI;DIJON VILLE;87713040;MASSY TGV;87393702;1;Tarif Normal;19.5;123.0
TGV INOUI;MONTBARD;87713131;LISIEUX;87444265;1;Tarif Normal;24.5;121.0
TGV INOUI;CULOZ;87741074;LYON PART DIEU;87723197;2;Tarif Normal;8.2;18.5
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;SAVERNE;87212225;1;Tarif Avantage;20.5;123.0
TGV INOUI;NIMES;87775007;BELLEGARDE GARE;87745000;1;Tarif Normal;24.5;121.0
TGV INOUI;CULOZ;87741074;LYON PERRACHE;87722025;2;Tarif Normal;8.2;18.5
TGV INOUI;PARIS GARE DE LYON;87686006;ST DIE DES VOSGES;87144014;1;Tarif Avantage;20.5;123.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;121.42;121.42
TGV INOUI;CULOZ;87741074;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Normal;8.2;18.5
TGV INOUI;SURGERES;87485227;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Avantage;20.5;123.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;121.42;121.42
TGV INOUI;CHERBOURG;87444877;BAYEUX;87444067;2;Tarif Avantage;8.6;18.5
TGV INOUI;AIX EN PROVENCE TGV;87319012;BORDEAUX ST JEAN;87581009;1;Tarif Avantage;21.5;123.0
TGV INOUI;LILLE EUROPE;87223263;LA SOUTERRAINE;87592378;1;Tarif Avantage;21.5;122.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;ORANGE;87765107;2;Tarif Avantage;8.6;18.5
TGV INOUI;AIX EN PROVENCE TGV;87319012;CULMONT CHALINDREY;87142125;1;Tarif Avantage;21.5;123.0
TGV INOUI;LILLE FLANDRES;87286005;LA SOUTERRAINE;87592378;1;Tarif Avantage;21.5;122.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;ORANGE;87765107;2;Tarif Avantage;8.6;18.5
TGV INOUI;ANGOULEME;87583005;CHAMPAGNE-ARDENNE;87171926;1;Tarif Avantage;21.5;123.0
TGV INOUI;AGEN;87586008;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Réglementé;122.43;122.43
TGV INOUI;LANDRY;87741777;ALBERTVILLE;87741645;2;Tarif Normal;9.4;18.5
TGV INOUI;BORDEAUX ST JEAN;87581009;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Avantage;21.5;123.0
TGV INOUI;AGEN;87586008;VALENCE VILLE;87761007;1;Tarif Réglementé;122.43;122.43
TGV INOUI;ST MALO;87478107;VITRE;87471508;2;Tarif Avantage;9.6;18.5
TGV INOUI;LILLE FLANDRES;87286005;NANTES;87481002;1;Tarif Avantage;21.5;123.0
TGV INOUI;ANCENIS;87481192;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Réglementé;122.43;122.43
TGV INOUI;VERSAILLES CHANTIERS;87393009;MASSY PALAISEAU;87393579;2;Tarif Avantage;10.5;18.5
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;VALENCE VILLE;87761007;1;Tarif Avantage;21.5;123.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;MARSEILLE ST CHARLES;87751008;1;Tarif Réglementé;122.43;122.43
TGV INOUI;REDON;87471300;AURAY;87476200;2;Tarif Normal;13.2;18.5
TGV INOUI;NANCY;87141002;CHALON SUR SAONE;87725002;1;Tarif Normal;22.5;123.0
TGV INOUI;LE CREUSOT - MONTCEAU TGV;87694109;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;122.43;122.43
TGV INOUI;DUNKERQUE;87281006;LILLE EUROPE;87223263;2;Tarif Normal;17.5;18.5
TGV INOUI;AVIGNON TGV;87318964;NICE VILLE;87756056;1;Tarif Normal;24.5;123.0
TGV INOUI;LOURDES;87671339;ST PIERRE DES CORPS;87571240;1;Tarif Réglementé;122.43;122.43
TGV INOUI;BAR LE DUC;87175042;CHALONS EN CHAMPAGNE;87174003;2;Tarif Réglementé;14.39;18.55
TGV INOUI;LE MANS;87396002;QUIMPER;87474098;1;Tarif Normal;24.5;123.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;BELLEGARDE GARE;87745000;1;Tarif Réglementé;122.43;122.43
TGV INOUI;CROIX WASQUEHAL;87286716;ARRAS;87342014;2;Tarif Réglementé;14.39;18.55
TGV INOUI;AVIGNON CENTRE;87765008;BESANCON - F COMTE TGV;87300863;1;Tarif Réglementé;123.44;123.44
TGV INOUI;PORNICHET;87481747;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;122.43;122.43
TGV INOUI;LUNEVILLE;87141150;SAVERNE;87212225;2;Tarif Réglementé;14.39;18.55
TGV INOUI;BESANCON VIOTTE;87718007;AVIGNON TGV;87318964;1;Tarif Réglementé;123.44;123.44
TGV INOUI;STRASBOURG;87212027;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;122.43;122.43
TGV INOUI;MARSEILLE BLANCARDE;87751081;HYERES;87755629;2;Tarif Réglementé;14.39;18.55
TGV INOUI;BESANCON VIOTTE;87718007;EVREUX  NORMANDIE;87387001;1;Tarif Réglementé;123.44;123.44
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;ST BRIEUC;87473009;1;Tarif Avantage;17.0;123.0
TGV INOUI;RENNES;87471003;ST MALO;87478107;2;Tarif Réglementé;14.39;18.55
TGV INOUI;LAVAL;87478404;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Réglementé;123.44;123.44
TGV INOUI;DIJON VILLE;87713040;MASSY PALAISEAU;87393579;1;Tarif Normal;19.5;123.0
TGV INOUI;ROSPORDEN;87474155;AURAY;87476200;2;Tarif Réglementé;14.39;18.55
TGV INOUI;LAVAL;87478404;TGV HAUTE PICARDIE;87313882;1;Tarif Réglementé;123.44;123.44
TGV INOUI;MASSY TGV;87393702;SAVERNE;87212225;1;Tarif Avantage;20.5;123.0
TGV INOUI;AVIGNON CENTRE;87765008;SETE;87773200;2;Tarif Réglementé;18.55;18.55
TGV INOUI;LAVAL;87478404;VERSAILLES CHANTIERS;87393009;1;Tarif Réglementé;123.44;123.44
TGV INOUI;PARIS NORD;87271007;REMIREMONT;87144451;1;Tarif Avantage;20.5;123.0
TGV INOUI;CULOZ;87741074;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Réglementé;18.55;18.55
TGV INOUI;METZ VILLE;87192039;LYON PART DIEU;87723197;1;Tarif Réglementé;123.44;123.44
TGV INOUI;AIX EN PROVENCE TGV;87319012;NEUFCHATEAU;87141291;1;Tarif Avantage;21.5;123.0
TGV INOUI;LE CREUSOT - MONTCEAU TGV;87694109;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;18.6;18.6
TGV INOUI;METZ VILLE;87192039;LYON PERRACHE;87722025;1;Tarif Réglementé;123.44;123.44
TGV INOUI;CULMONT CHALINDREY;87142125;MARSEILLE BLANCARDE;87751081;1;Tarif Avantage;21.5;123.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;MEUSE TGV;87147322;2;Tarif Elève - Etudiant - Apprenti;18.6;18.6
TGV INOUI;PARIS AUSTERLITZ;87547000;VITRE;87471508;1;Tarif Réglementé;123.44;123.44
TGV INOUI;CULMONT CHALINDREY;87142125;MARSEILLE ST CHARLES;87751008;1;Tarif Avantage;21.5;123.0
TGV INOUI;EVREUX  NORMANDIE;87387001;LISIEUX;87444265;2;Tarif Normal;8.2;19.0
TGV INOUI;PARIS GARE DE LYON;87686006;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Réglementé;123.44;123.44
TGV INOUI;MORCENX;87673103;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Avantage;21.5;123.0
TGV INOUI;STRASBOURG;87212027;SARREBOURG;87215012;2;Tarif Normal;8.2;19.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;VITRE;87471508;1;Tarif Réglementé;123.44;123.44
TGV INOUI;PARIS NORD;87271007;ST DIE DES VOSGES;87144014;1;Tarif Avantage;21.5;123.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Avantage;8.6;19.0
TGV INOUI;STRASBOURG;87212027;CHAMBERY CHALLES LES EAUX;87741009;1;Tarif Réglementé;123.44;123.44
TGV INOUI;RENNES;87471003;TGV HAUTE PICARDIE;87313882;1;Tarif Avantage;21.5;123.0
TGV INOUI;METZ VILLE;87192039;NEUFCHATEAU;87141291;2;Tarif Avantage;8.6;19.0
TGV INOUI;LYON PERRACHE;87722025;MARNE LA VALLEE CHESSY;87111849;1;Tarif Avantage;20.5;124.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;ARRAS;87342014;1;Tarif Avantage;21.5;123.0
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Avantage;9.3;19.0
TGV INOUI;LYON PERRACHE;87722025;PARIS EST;87113001;1;Tarif Avantage;20.5;124.0
TGV INOUI;AVIGNON TGV;87318964;CHALON SUR SAONE;87725002;1;Tarif Normal;24.5;123.0
TGV INOUI;BORDEAUX ST JEAN;87581009;ALBERTVILLE;87741645;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MASSY PALAISEAU;87393579;1;Tarif Avantage;20.5;124.0
TGV INOUI;BESANCON VIOTTE;87718007;AVIGNON CENTRE;87765008;1;Tarif Réglementé;123.44;123.44
TGV INOUI;LILLE EUROPE;87223263;NARBONNE;87781104;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;PARIS NORD;87271007;1;Tarif Avantage;20.5;124.0
TGV INOUI;BESANCON VIOTTE;87718007;CAEN;87444000;1;Tarif Réglementé;123.44;123.44
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;RENNES;87471003;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MASSY TGV;87393702;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Avantage;20.5;124.0
TGV INOUI;LAVAL;87478404;MASSY TGV;87393702;1;Tarif Réglementé;123.44;123.44
TGV INOUI;RUFFEC CHARENTE;87583849;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Elève - Etudiant - Apprenti;19.0;19.0
TGV INOUI;MEUSE TGV;87147322;POITIERS;87575001;1;Tarif Avantage;21.5;124.0
TGV INOUI;PARIS MONTPARNASSE 1 ET 2;87391003;VITRE;87471508;1;Tarif Réglementé;123.44;123.44
TGV INOUI;BESANCON VIOTTE;87718007;VERSAILLES CHANTIERS;87393009;2;Tarif Elève - Etudiant - Apprenti;19.2;19.2
TGV INOUI;LA SOUTERRAINE;87592378;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Normal;24.5;124.0
TGV INOUI;BESANCON VIOTTE;87718007;NIMES;87775007;1;Tarif Avantage;17.0;124.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;REMIREMONT;87144451;2;Tarif Elève - Etudiant - Apprenti;19.4;19.4
TGV INOUI;PERPIGNAN;87784009;VALENCE VILLE;87761007;1;Tarif Normal;24.5;124.0
TGV INOUI;NIMES;87775007;BESANCON - F COMTE TGV;87300863;1;Tarif Avantage;18.5;124.0
TGV INOUI;BAYEUX;87444067;VALOGNES;87447284;2;Tarif Normal;8.2;19.5
TGV INOUI;LILLE FLANDRES;87286005;MONTBARD;87713131;1;Tarif Réglementé;124.46;124.46
TGV INOUI;LYON PART DIEU;87723197;PARIS GARE DE LYON;87686006;1;Tarif Avantage;20.5;124.0
TGV INOUI;BIARRITZ;87673400;MORCENX;87673103;2;Tarif Normal;8.2;19.5
TGV INOUI;DOLE VILLE;87713412;MASSY PALAISEAU;87393579;1;Tarif Réglementé;124.66;124.66
